Dataset,Train_Split,Alpha,Accuracy,TPR,TNR,FPR,FNR,Error 
GroupC,0.25,0.46000000000000024,50.93333333333333,91.3417052214144,9.818426361802286,90.1815736381977,8.658294778585592,49.06666666666666

GroupC,0.25,0.47000000000000025,49.266666666666666,12.450331125827814,86.57718120805369,13.422818791946309,87.54966887417218,50.73333333333333

GroupC,0.25,0.48000000000000026,50.1,100.0,0.0,100.0,0.0,49.9

GroupC,0.25,0.49000000000000027,49.766666666666666,0.0,100.0,0.0,100.0,50.23333333333333

GroupC,0.25,0.5000000000000002,51.366666666666674,73.09746328437917,29.69374167776298,70.30625832223701,26.90253671562083,48.63333333333333

GroupC,0.25,0.5100000000000002,50.76666666666667,100.0,0.0,100.0,0.0,49.233333333333334

GroupC,0.25,0.5200000000000002,49.9,90.32042723631508,9.587217043941411,90.41278295605859,9.679572763684913,50.1

GroupC,0.25,0.5300000000000002,49.333333333333336,7.44466800804829,90.72233267064281,9.277667329357191,92.5553319919517,50.66666666666667

GroupC,0.25,0.5400000000000003,49.8,100.0,0.0,100.0,0.0,50.2

GroupC,0.25,0.5500000000000003,50.26666666666667,86.5010073875084,14.559894109861018,85.44010589013898,13.498992612491605,49.733333333333334

GroupC,0.25,0.5600000000000003,49.4,0.0,100.0,0.0,100.0,50.6

GroupC,0.25,0.5700000000000003,50.6,0.0,100.0,0.0,100.0,49.4

GroupC,0.25,0.5800000000000003,50.23333333333333,0.0,100.0,0.0,100.0,49.766666666666666

GroupC,0.25,0.5900000000000003,50.866666666666674,93.08755760368663,7.562457798784605,92.4375422012154,6.912442396313365,49.13333333333333

GroupC,0.25,0.6000000000000003,49.63333333333333,100.0,0.0,100.0,0.0,50.366666666666674

GroupC,0.25,0.6100000000000003,50.56666666666667,0.0,100.0,0.0,100.0,49.43333333333334

GroupC,0.25,0.6200000000000003,49.96666666666666,100.0,0.0,100.0,0.0,50.03333333333333

GroupC,0.25,0.6300000000000003,50.73333333333333,0.0,100.0,0.0,100.0,49.266666666666666

GroupC,0.25,0.6400000000000003,49.8,0.0,100.0,0.0,100.0,50.2

GroupC,0.25,0.6500000000000004,49.43333333333334,18.024032042723633,80.7589880159787,19.241011984021306,81.97596795727637,50.56666666666667

GroupC,0.25,0.6600000000000004,49.166666666666664,100.0,0.0,100.0,0.0,50.83333333333333

GroupC,0.25,0.6700000000000004,49.833333333333336,0.0,100.0,0.0,100.0,50.16666666666667

GroupC,0.25,0.6800000000000004,50.366666666666674,100.0,0.0,100.0,0.0,49.63333333333333

GroupC,0.25,0.6900000000000004,49.96666666666666,100.0,0.0,100.0,0.0,50.03333333333333

GroupC,0.25,0.7000000000000004,49.4,100.0,0.0,100.0,0.0,50.6

GroupC,0.25,0.7100000000000004,49.8,99.66352624495289,0.8586525759577279,99.14134742404227,0.3364737550471063,50.2

GroupC,0.25,0.7200000000000004,49.733333333333334,0.0,100.0,0.0,100.0,50.26666666666667

GroupC,0.25,0.7300000000000004,49.5,0.0,100.0,0.0,100.0,50.5

GroupC,0.25,0.7400000000000004,50.4,99.13621262458472,1.3377926421404682,98.66220735785953,0.8637873754152824,49.6

GroupC,0.25,0.7500000000000004,50.366666666666674,0.0,100.0,0.0,100.0,49.63333333333333

GroupC,0.25,0.7600000000000005,49.733333333333334,0.0,100.0,0.0,100.0,50.26666666666667

GroupC,0.25,0.7700000000000005,50.06666666666667,100.0,0.0,100.0,0.0,49.93333333333334

GroupC,0.25,0.7800000000000005,50.63333333333333,98.74005305039788,2.0107238605898123,97.98927613941018,1.259946949602122,49.36666666666667

GroupC,0.25,0.7900000000000005,48.96666666666666,100.0,0.0,100.0,0.0,51.03333333333333

GroupC,0.25,0.8000000000000005,50.33333333333333,0.0,100.0,0.0,100.0,49.666666666666664

GroupC,0.25,0.8100000000000005,50.866666666666674,0.0,100.0,0.0,100.0,49.13333333333333

GroupC,0.25,0.8200000000000005,49.53333333333333,23.7467018469657,75.87601078167116,24.12398921832884,76.2532981530343,50.46666666666667

GroupC,0.25,0.8300000000000005,50.83333333333333,99.53886693017128,0.9446693657219973,99.05533063427801,0.461133069828722,49.166666666666664

GroupC,0.25,0.8400000000000005,50.0,0.7348029392117569,99.06852960745177,0.9314703925482368,99.26519706078824,50.0

GroupC,0.25,0.8500000000000005,50.03333333333333,0.0,100.0,0.0,100.0,49.96666666666666

GroupC,0.25,0.8600000000000005,50.66666666666667,0.8130081300813009,98.9501312335958,1.0498687664041995,99.1869918699187,49.333333333333336

GroupC,0.25,0.8700000000000006,50.7,0.0,100.0,0.0,100.0,49.3

GroupC,0.25,0.8800000000000006,50.6,0.0,100.0,0.0,100.0,49.4

GroupC,0.25,0.8900000000000006,52.300000000000004,61.16248348745046,43.270524899057875,56.729475100942125,38.837516512549534,47.699999999999996

GroupC,0.25,0.9000000000000006,50.2,0.0,100.0,0.0,100.0,49.8

GroupC,0.25,0.9100000000000006,49.766666666666666,3.2981530343007917,97.23719676549865,2.7628032345013476,96.70184696569922,50.23333333333333

GroupC,0.25,0.9200000000000006,50.23333333333333,34.823848238482384,65.15748031496062,34.84251968503937,65.17615176151762,49.766666666666666

GroupC,0.25,0.9300000000000006,49.266666666666666,2.9683377308707124,96.5633423180593,3.436657681940701,97.0316622691293,50.73333333333333

GroupC,0.25,0.9400000000000006,49.9,99.86639946559787,0.1330671989354624,99.86693280106454,0.13360053440213762,50.1

GroupC,0.25,0.9500000000000006,49.63333333333333,95.16129032258065,4.8280423280423275,95.17195767195767,4.838709677419355,50.366666666666674

GroupC,0.25,0.9600000000000006,50.1,7.25319006044325,92.32296492389146,7.677035076108537,92.74680993955675,49.9

GroupC,0.25,0.9700000000000006,50.33333333333333,0.0,99.86772486772487,0.13227513227513227,100.0,49.666666666666664

GroupC,0.25,0.9800000000000006,50.06666666666667,100.0,0.0,100.0,0.0,49.93333333333334

GroupC,0.25,0.9900000000000007,50.16666666666667,0.0,100.0,0.0,100.0,49.833333333333336

Alt_A,0.75,0.01,99.9,100.0,99.8015873015873,0.1984126984126984,0.0,0.1

Alt_A,0.75,0.02,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.03,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.04,99.9,100.0,99.80952380952381,0.19047619047619047,0.0,0.1

Alt_A,0.75,0.05,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.060000000000000005,99.9,99.79879275653923,100.0,0.0,0.2012072434607646,0.1

Alt_A,0.75,0.07,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.08,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.09,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.09999999999999999,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.10999999999999999,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.11999999999999998,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.12999999999999998,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.13999999999999999,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.15,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.16,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.17,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.18000000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.19000000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.20000000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.21000000000000005,99.9,99.80237154150198,100.0,0.0,0.1976284584980237,0.1

Alt_A,0.75,0.22000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.23000000000000007,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.24000000000000007,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.25000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.26000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.2700000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.2800000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.2900000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.3000000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.3100000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.3200000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.3300000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.34000000000000014,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.35000000000000014,99.9,99.79838709677419,100.0,0.0,0.20161290322580644,0.1

Alt_A,0.75,0.36000000000000015,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.37000000000000016,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.38000000000000017,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.3900000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.4000000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.4100000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.4200000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.4300000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.4400000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.45000000000000023,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.46000000000000024,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.47000000000000025,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.48000000000000026,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.49000000000000027,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5000000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5100000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5200000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5300000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5400000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5500000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5600000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5700000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5800000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.5900000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6000000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6100000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6200000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6300000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6400000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6500000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6600000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6700000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6800000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.6900000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7000000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7100000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7200000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7300000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7400000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7500000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7600000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7700000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7800000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.7900000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8000000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8100000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8200000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8300000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8400000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8500000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8600000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8700000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8800000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.8900000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9100000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9200000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9300000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9400000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9500000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9600000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9700000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9800000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.75,0.9900000000000007,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.01,99.7,99.73509933774835,99.66442953020133,0.33557046979865773,0.26490066225165565,0.3

Alt_A,0.25,0.02,99.8,100.0,99.59919839679358,0.4008016032064128,0.0,0.2

Alt_A,0.25,0.03,99.96666666666667,100.0,99.93270524899059,0.06729475100942127,0.0,0.03333333333333333

Alt_A,0.25,0.04,99.86666666666667,99.79959919839679,99.93346640053227,0.0665335994677312,0.2004008016032064,0.13333333333333333

Alt_A,0.25,0.05,99.86666666666667,99.73386560212909,100.0,0.0,0.2661343978709248,0.13333333333333333

Alt_A,0.25,0.060000000000000005,99.9,99.79906229068989,100.0,0.0,0.20093770931011384,0.1

Alt_A,0.25,0.07,99.86666666666667,100.0,99.7364953886693,0.2635046113306983,0.0,0.13333333333333333

Alt_A,0.25,0.08,99.66666666666667,99.5345744680851,99.79946524064172,0.2005347593582888,0.4654255319148936,0.33333333333333337

Alt_A,0.25,0.09,99.83333333333333,100.0,99.66777408637874,0.33222591362126247,0.0,0.16666666666666669

Alt_A,0.25,0.09999999999999999,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.10999999999999999,99.96666666666667,99.9330655957162,100.0,0.0,0.06693440428380187,0.03333333333333333

Alt_A,0.25,0.11999999999999998,99.7,99.40357852882704,100.0,0.0,0.5964214711729622,0.3

Alt_A,0.25,0.12999999999999998,99.96666666666667,99.9344262295082,100.0,0.0,0.06557377049180328,0.03333333333333333

Alt_A,0.25,0.13999999999999999,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.15,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.16,99.8,100.0,99.5945945945946,0.40540540540540543,0.0,0.2

Alt_A,0.25,0.17,99.96666666666667,99.933598937583,100.0,0.0,0.06640106241699867,0.03333333333333333

Alt_A,0.25,0.18000000000000002,99.83333333333333,99.672131147541,100.0,0.0,0.32786885245901637,0.16666666666666669

Alt_A,0.25,0.19000000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.20000000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.21000000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.22000000000000006,99.96666666666667,99.9330655957162,100.0,0.0,0.06693440428380187,0.03333333333333333

Alt_A,0.25,0.23000000000000007,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.24000000000000007,99.83333333333333,100.0,99.66352624495289,0.3364737550471063,0.0,0.16666666666666669

Alt_A,0.25,0.25000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.26000000000000006,99.96666666666667,99.93302076356329,100.0,0.0,0.06697923643670461,0.03333333333333333

Alt_A,0.25,0.2700000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.2800000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.2900000000000001,99.9,99.79811574697173,100.0,0.0,0.2018842530282638,0.1

Alt_A,0.25,0.3000000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.3100000000000001,99.96666666666667,99.93355481727575,100.0,0.0,0.0664451827242525,0.03333333333333333

Alt_A,0.25,0.3200000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.3300000000000001,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.34000000000000014,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.35000000000000014,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.36000000000000015,99.76666666666667,99.80026631158455,99.73297730307075,0.26702269692923897,0.1997336884154461,0.23333333333333336

Alt_A,0.25,0.37000000000000016,99.96666666666667,99.93229519295869,100.0,0.0,0.06770480704129993,0.03333333333333333

Alt_A,0.25,0.38000000000000017,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.3900000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.4000000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.4100000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.4200000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.4300000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.4400000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.45000000000000023,99.73333333333333,100.0,99.47194719471946,0.528052805280528,0.0,0.26666666666666666

Alt_A,0.25,0.46000000000000024,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.47000000000000025,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.48000000000000026,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.49000000000000027,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5000000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5100000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5200000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5300000000000002,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5400000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5500000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5600000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5700000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5800000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.5900000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6000000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6100000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6200000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6300000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6400000000000003,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6500000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6600000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6700000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6800000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.6900000000000004,99.96666666666667,99.93275050437121,100.0,0.0,0.06724949562878278,0.03333333333333333

Alt_A,0.25,0.7000000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7100000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7200000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7300000000000004,99.73333333333333,99.45799457994579,100.0,0.0,0.5420054200542005,0.26666666666666666

Alt_A,0.25,0.7400000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7500000000000004,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7600000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7700000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7800000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.7900000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8000000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8100000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8200000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8300000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8400000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8500000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8600000000000005,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8700000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8800000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.8900000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9000000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9100000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9200000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9300000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9400000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9500000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9600000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9700000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9800000000000006,100.0,100.0,100.0,0.0,0.0,0.0

Alt_A,0.25,0.9900000000000007,100.0,100.0,100.0,0.0,0.0,0.0

Alt_B,0.75,0.01,98.0,99.2,96.8,3.2,0.8,2.0

Alt_B,0.75,0.02,98.6,98.582995951417,98.61660079051383,1.383399209486166,1.417004048582996,1.4000000000000001

Alt_B,0.75,0.03,98.4,98.77300613496932,98.04305283757338,1.9569471624266144,1.2269938650306749,1.6

Alt_B,0.75,0.04,99.0,98.33641404805915,99.78213507625271,0.2178649237472767,1.6635859519408502,1.0

Alt_B,0.75,0.05,99.0,99.1869918699187,98.81889763779527,1.1811023622047243,0.8130081300813009,1.0

Alt_B,0.75,0.060000000000000005,98.5,97.59519038076152,99.40119760479041,0.5988023952095809,2.404809619238477,1.5

Alt_B,0.75,0.07,98.8,98.9795918367347,98.62745098039215,1.3725490196078431,1.0204081632653061,1.2

Alt_B,0.75,0.08,98.0,99.18533604887983,96.85658153241651,3.143418467583497,0.8146639511201629,2.0

Alt_B,0.75,0.09,98.5,98.81656804733728,98.17444219066938,1.8255578093306288,1.183431952662722,1.5

Alt_B,0.75,0.09999999999999999,97.5,94.79166666666666,100.0,0.0,5.208333333333334,2.5

Alt_B,0.75,0.10999999999999999,96.6,100.0,93.43629343629344,6.563706563706563,0.0,3.4000000000000004

Alt_B,0.75,0.11999999999999998,96.7,99.79591836734694,93.72549019607843,6.2745098039215685,0.20408163265306123,3.3000000000000003

Alt_B,0.75,0.12999999999999998,98.1,99.62121212121212,96.39830508474576,3.6016949152542375,0.3787878787878788,1.9

Alt_B,0.75,0.13999999999999999,94.5,100.0,89.52380952380953,10.476190476190476,0.0,5.5

Alt_B,0.75,0.15,98.7,97.7035490605428,99.61612284069098,0.3838771593090211,2.2964509394572024,1.3

Alt_B,0.75,0.16,98.3,97.61431411530815,98.99396378269618,1.0060362173038229,2.3856858846918487,1.7000000000000002

Alt_B,0.75,0.17,99.0,99.18032786885246,98.828125,1.171875,0.819672131147541,1.0

Alt_B,0.75,0.18000000000000002,99.1,99.21414538310412,98.98167006109979,1.0183299389002036,0.7858546168958742,0.8999999999999999

Alt_B,0.75,0.19000000000000003,98.3,96.7741935483871,99.8015873015873,0.1984126984126984,3.225806451612903,1.7000000000000002

Alt_B,0.75,0.20000000000000004,98.8,97.86780383795309,99.62335216572504,0.3766478342749529,2.1321961620469083,1.2

Alt_B,0.75,0.21000000000000005,98.9,98.98785425101214,98.81422924901186,1.185770750988142,1.0121457489878543,1.0999999999999999

Alt_B,0.75,0.22000000000000006,98.7,99.04580152671755,98.31932773109243,1.680672268907563,0.9541984732824428,1.3

Alt_B,0.75,0.23000000000000007,98.8,98.39679358717434,99.20159680638723,0.7984031936127743,1.6032064128256511,1.2

Alt_B,0.75,0.24000000000000007,98.6,98.74476987447699,98.46743295019157,1.532567049808429,1.2552301255230125,1.4000000000000001

Alt_B,0.75,0.25000000000000006,98.4,99.40711462450594,97.36842105263158,2.631578947368421,0.592885375494071,1.6

Alt_B,0.75,0.26000000000000006,98.7,98.78296146044624,98.61932938856016,1.3806706114398422,1.2170385395537524,1.3

Alt_B,0.75,0.2700000000000001,98.4,97.43589743589743,99.39148073022312,0.6085192697768762,2.564102564102564,1.6

Alt_B,0.75,0.2800000000000001,97.1,99.59514170040485,94.66403162055336,5.33596837944664,0.4048582995951417,2.9000000000000004

Alt_B,0.75,0.2900000000000001,96.89999999999999,100.0,93.9453125,6.0546875,0.0,3.1

Alt_B,0.75,0.3000000000000001,98.8,99.01185770750988,98.582995951417,1.417004048582996,0.9881422924901186,1.2

Alt_B,0.75,0.3100000000000001,98.6,98.47619047619047,98.73684210526315,1.263157894736842,1.5238095238095237,1.4000000000000001

