Dataset,Train_Split,Alpha,Accuracy,TPR,TNR,FPR,FNR,Error 
GroupB,0.75,0.9300000000000006,49.5,2.3255813953488373,99.79338842975206,0.2066115702479339,97.67441860465115,50.5

GroupB,0.75,0.9400000000000006,49.6,100.0,0.0,100.0,0.0,50.4

GroupB,0.75,0.9500000000000006,73.2,64.12825651302605,82.23552894211576,17.764471057884233,35.87174348697395,26.8

GroupB,0.75,0.9600000000000006,73.6,63.36032388663968,83.59683794466403,16.40316205533597,36.63967611336032,26.400000000000002

GroupB,0.75,0.9700000000000006,70.8,88.95348837209302,51.446280991735534,48.553719008264466,11.046511627906977,29.2

GroupB,0.75,0.9800000000000006,72.39999999999999,78.82352941176471,65.71428571428571,34.285714285714285,21.176470588235293,27.6

GroupB,0.75,0.9900000000000007,72.39999999999999,82.37547892720306,61.50627615062761,38.49372384937239,17.624521072796934,27.6

GroupB,0.25,0.01,67.06666666666666,40.610484406104845,93.77093101138647,6.22906898861353,59.38951559389516,32.93333333333333

GroupB,0.25,0.02,50.13333333333333,1.9066403681788298,99.72954699121027,0.2704530087897228,98.09335963182117,49.86666666666667

GroupB,0.25,0.03,62.1,89.0873015873016,34.67741935483871,65.32258064516128,10.912698412698413,37.9

GroupB,0.25,0.04,51.5,98.93828798938287,3.6168787675820497,96.38312123241795,1.06171201061712,48.5

GroupB,0.25,0.05,66.7,91.41716566866268,41.883767535070135,58.116232464929865,8.582834331337326,33.300000000000004

GroupB,0.25,0.060000000000000005,72.1,78.47593582887701,65.75797872340425,34.24202127659575,21.524064171122994,27.900000000000002

GroupB,0.25,0.07,62.26666666666667,28.133333333333333,96.39999999999999,3.5999999999999996,71.86666666666667,37.733333333333334

GroupB,0.25,0.08,57.36666666666667,17.986577181208055,96.2251655629139,3.774834437086093,82.01342281879195,42.63333333333333

GroupB,0.25,0.09,49.36666666666667,0.5242463958060288,99.93215739484395,0.06784260515603799,99.47575360419397,50.63333333333333

GroupB,0.25,0.09999999999999999,72.43333333333334,56.10738255033557,88.54304635761589,11.456953642384105,43.89261744966443,27.566666666666666

GroupB,0.25,0.10999999999999999,66.10000000000001,85.24374176548089,46.49122807017544,53.50877192982456,14.756258234519104,33.900000000000006

GroupB,0.25,0.11999999999999998,50.63333333333333,100.0,0.0,100.0,0.0,49.36666666666667

GroupB,0.25,0.12999999999999998,62.36666666666667,27.82258064516129,96.36243386243386,3.6375661375661372,72.17741935483872,37.63333333333333

GroupB,0.25,0.13999999999999999,62.866666666666674,29.740518962075846,96.12558450233801,3.8744154976619907,70.25948103792416,37.13333333333333

GroupB,0.25,0.15,49.333333333333336,99.52542372881355,0.7868852459016393,99.21311475409837,0.47457627118644063,50.66666666666667

GroupB,0.25,0.16,74.3,73.62126245847176,74.98327759197323,25.016722408026755,26.378737541528242,25.7

GroupB,0.25,0.17,69.46666666666667,50.53691275167785,88.1456953642384,11.85430463576159,49.46308724832215,30.533333333333335

GroupB,0.25,0.18000000000000002,52.0,6.0105680317040955,98.85598923283983,1.1440107671601614,93.9894319682959,48.0

GroupB,0.25,0.19000000000000003,73.43333333333332,70.50599201065246,76.36849132176235,23.63150867823765,29.494007989347537,26.566666666666666

GroupB,0.25,0.20000000000000004,74.5,73.03822937625755,75.94433399602386,24.055666003976143,26.961770623742453,25.5

GroupB,0.25,0.21000000000000005,58.233333333333334,18.449197860962567,97.80585106382979,2.1941489361702127,81.55080213903744,41.766666666666666

GroupB,0.25,0.22000000000000006,68.23333333333333,80.11968085106383,56.28342245989305,43.716577540106954,19.88031914893617,31.766666666666666

GroupB,0.25,0.23000000000000007,73.06666666666666,78.15631262525051,67.99733865602128,32.00266134397871,21.8436873747495,26.93333333333333

GroupB,0.25,0.24000000000000007,68.23333333333333,91.4795244385733,44.54912516823688,55.450874831763116,8.520475561426684,31.766666666666666

GroupB,0.25,0.25000000000000006,52.6,6.786427145708583,98.59719438877755,1.402805611222445,93.21357285429141,47.4

GroupB,0.25,0.26000000000000006,63.5,86.49367930805056,40.41416165664663,59.58583834335337,13.506320691949433,36.5

GroupB,0.25,0.2700000000000001,67.63333333333334,83.69272237196765,51.91292875989446,48.08707124010554,16.307277628032345,32.36666666666667

GroupB,0.25,0.2800000000000001,60.56666666666667,23.10275352585628,97.48510919920582,2.514890800794176,76.89724647414373,39.43333333333333

GroupB,0.25,0.2900000000000001,73.23333333333333,67.52475247524752,79.05723905723906,20.942760942760945,32.475247524752476,26.766666666666666

GroupB,0.25,0.3000000000000001,67.66666666666666,43.812045003309066,91.87374076561451,8.126259234385493,56.187954996690934,32.33333333333333

GroupB,0.25,0.3100000000000001,66.33333333333333,41.05960264900662,91.94630872483222,8.053691275167784,58.94039735099338,33.666666666666664

GroupB,0.25,0.3200000000000001,64.83333333333333,36.15179760319574,93.59145527369826,6.408544726301736,63.84820239680427,35.16666666666667

GroupB,0.25,0.3300000000000001,66.4,37.4331550802139,95.2127659574468,4.787234042553192,62.56684491978609,33.6

GroupB,0.25,0.34000000000000014,69.96666666666667,48.33997343957503,91.76706827309236,8.23293172690763,51.66002656042497,30.033333333333335

GroupB,0.25,0.35000000000000014,70.03333333333333,83.09018567639257,56.83646112600537,43.16353887399464,16.909814323607428,29.96666666666667

GroupB,0.25,0.36000000000000015,70.56666666666666,86.2796833773087,54.514824797843666,45.485175202156334,13.720316622691293,29.433333333333334

GroupB,0.25,0.37000000000000016,50.26666666666667,99.26617745163442,1.3324450366422385,98.66755496335776,0.733822548365577,49.733333333333334

GroupB,0.25,0.38000000000000017,49.766666666666666,100.0,0.0,100.0,0.0,50.23333333333333

GroupB,0.25,0.3900000000000002,72.23333333333333,55.79854208084824,88.86653252850437,11.13346747149564,44.20145791915176,27.766666666666666

GroupB,0.25,0.4000000000000002,72.56666666666666,78.43523997370151,66.5314401622718,33.46855983772819,21.564760026298487,27.43333333333333

GroupB,0.25,0.4100000000000002,72.83333333333334,57.82811459027315,87.85857238158773,12.141427618412274,42.17188540972685,27.166666666666668

GroupB,0.25,0.4200000000000002,68.33333333333333,43.16498316498317,93.003300330033,6.996699669966996,56.83501683501684,31.666666666666664

GroupB,0.25,0.4300000000000002,67.83333333333333,45.15698062792251,90.41916167664671,9.580838323353294,54.843019372077485,32.166666666666664

GroupB,0.25,0.4400000000000002,62.6,91.18037135278514,33.71313672922252,66.28686327077749,8.819628647214854,37.4

GroupB,0.25,0.45000000000000023,65.23333333333333,37.35973597359736,93.67003367003367,6.3299663299663305,62.64026402640263,34.766666666666666

GroupB,0.25,0.46000000000000024,69.03333333333333,51.78100263852242,86.6576819407008,13.34231805929919,48.21899736147757,30.966666666666665

GroupB,0.25,0.47000000000000025,64.26666666666667,93.11714096624752,34.989926124916046,65.01007387508395,6.882859033752482,35.733333333333334

GroupB,0.25,0.48000000000000026,66.5,90.38208168642952,42.037786774628884,57.962213225371116,9.617918313570488,33.5

GroupB,0.25,0.49000000000000027,61.73333333333333,27.308970099667775,96.38795986622074,3.6120401337792645,72.69102990033223,38.266666666666666

GroupB,0.25,0.5000000000000002,55.60000000000001,92.38345370978332,17.670954637779282,82.32904536222073,7.616546290216678,44.4

GroupB,0.25,0.5100000000000002,73.1,77.0819453697535,69.11274182788526,30.887258172114745,22.918054630246502,26.900000000000002

GroupB,0.25,0.5200000000000002,60.633333333333326,23.46594740391099,96.9676994067238,3.032300593276203,76.53405259608901,39.36666666666667

GroupB,0.25,0.5300000000000002,71.16666666666667,84.45630420280187,57.89473684210527,42.10526315789473,15.543695797198131,28.833333333333332

GroupB,0.25,0.5400000000000003,49.93333333333334,99.59541469993258,1.3843111404087014,98.6156888595913,0.4045853000674309,50.06666666666667

GroupB,0.25,0.5500000000000003,49.86666666666667,100.0,0.0,100.0,0.0,50.13333333333333

GroupB,0.25,0.5600000000000003,71.8,84.08327736736064,59.69556585043018,40.30443414956982,15.916722632639354,28.199999999999996

GroupB,0.25,0.5700000000000003,70.1,50.430748840291585,90.00670690811536,9.99329309188464,49.569251159708415,29.9

GroupB,0.25,0.5800000000000003,67.2,40.33444816053512,93.88704318936877,6.112956810631229,59.66555183946488,32.800000000000004

GroupB,0.25,0.5900000000000003,51.46666666666667,3.9946737683089215,99.06542056074767,0.9345794392523363,96.00532623169109,48.53333333333333

GroupB,0.25,0.6000000000000003,73.73333333333333,68.8337801608579,78.58090185676393,21.419098143236074,31.16621983914209,26.266666666666666

GroupB,0.25,0.6100000000000003,55.43333333333334,96.26104690686607,16.15434924787443,83.84565075212556,3.7389530931339223,44.56666666666666

GroupB,0.25,0.6200000000000003,55.53333333333333,96.69142471303174,15.404871626069783,84.59512837393022,3.308575286968265,44.46666666666667

GroupB,0.25,0.6300000000000003,51.9,4.088471849865952,99.20424403183023,0.7957559681697612,95.91152815013405,48.1

GroupB,0.25,0.6400000000000003,50.2,99.93337774816789,0.40026684456304207,99.59973315543695,0.06662225183211193,49.8

GroupB,0.25,0.6500000000000004,71.16666666666667,54.81727574750831,87.62541806020067,12.37458193979933,45.182724252491695,28.833333333333332

GroupB,0.25,0.6600000000000004,63.7,87.85857238158773,39.57361758827449,60.42638241172552,12.141427618412274,36.3

GroupB,0.25,0.6700000000000004,52.93333333333333,6.308724832214765,98.94039735099338,1.0596026490066226,93.69127516778524,47.06666666666667

GroupB,0.25,0.6800000000000004,66.33333333333333,86.27062706270627,45.99326599326599,54.006734006734,13.72937293729373,33.666666666666664

GroupB,0.25,0.6900000000000004,52.733333333333334,95.69251159708416,9.25553319919517,90.74446680080483,4.307488402915839,47.266666666666666

GroupB,0.25,0.7000000000000004,66.0,36.61311914323962,95.1527224435591,4.847277556440903,63.38688085676038,34.0

GroupB,0.25,0.7100000000000004,53.1,8.47343644922663,96.9596827495043,3.040317250495704,91.52656355077336,46.9

GroupB,0.25,0.7200000000000004,71.46666666666667,56.82878081279147,86.12408272181455,13.875917278185456,43.17121918720853,28.53333333333333

GroupB,0.25,0.7300000000000004,73.5,69.13417052214143,77.94216543375924,22.057834566240754,30.865829477858558,26.5

GroupB,0.25,0.7400000000000004,72.53333333333333,76.71601615074024,68.42800528401585,31.571994715984147,23.283983849259755,27.46666666666667

GroupB,0.25,0.7500000000000004,71.7,54.169446297531685,89.20719520319787,10.792804796802132,45.830553702468315,28.299999999999997

GroupB,0.25,0.7600000000000005,69.23333333333333,88.06473364801079,50.82399472643375,49.17600527356625,11.935266351989211,30.766666666666666

GroupB,0.25,0.7700000000000005,69.83333333333334,47.36138944555778,92.21556886227546,7.784431137724551,52.638610554442224,30.166666666666668

GroupB,0.25,0.7800000000000005,72.33333333333334,81.73854447439352,63.12664907651715,36.87335092348285,18.26145552560647,27.666666666666668

GroupB,0.25,0.7900000000000005,70.76666666666667,83.71313672922251,57.95755968169761,42.04244031830239,16.28686327077748,29.233333333333334

GroupB,0.25,0.8000000000000005,50.23333333333333,100.0,0.0,100.0,0.0,49.766666666666666

GroupB,0.25,0.8100000000000005,71.36666666666667,51.29251700680272,90.65359477124183,9.34640522875817,48.707482993197274,28.633333333333333

GroupB,0.25,0.8200000000000005,72.86666666666667,72.26666666666667,73.46666666666667,26.53333333333333,27.73333333333333,27.133333333333333

GroupB,0.25,0.8300000000000005,53.03333333333333,8.448844884488448,98.51851851851852,1.4814814814814816,91.55115511551155,46.96666666666667

GroupB,0.25,0.8400000000000005,74.0,75.21480502313284,72.76395427034296,27.236045729657025,24.78519497686715,26.0

GroupB,0.25,0.8500000000000005,72.66666666666667,79.56204379562044,65.70663094440722,34.29336905559276,20.437956204379564,27.333333333333332

GroupB,0.25,0.8600000000000005,61.96666666666667,26.8,97.13333333333334,2.8666666666666667,73.2,38.03333333333334

GroupB,0.25,0.8700000000000006,73.03333333333333,79.21385742838109,66.84456304202801,33.15543695797198,20.78614257161892,26.966666666666665

GroupB,0.25,0.8800000000000006,49.56666666666666,100.0,0.0,100.0,0.0,50.43333333333333

GroupB,0.25,0.8900000000000006,60.0,92.69436997319035,27.652519893899203,72.34748010610079,7.30563002680965,40.0

GroupB,0.25,0.9000000000000006,53.96666666666666,8.502024291497975,98.35309617918313,1.6469038208168645,91.49797570850203,46.03333333333333

GroupB,0.25,0.9100000000000006,55.93333333333334,96.271637816245,15.48731642189586,84.51268357810414,3.7283621837549936,44.06666666666666

GroupB,0.25,0.9200000000000006,49.53333333333333,100.0,0.0,100.0,0.0,50.46666666666667

GroupB,0.25,0.9300000000000006,73.96666666666667,77.26666666666667,70.66666666666667,29.333333333333332,22.733333333333334,26.033333333333335

GroupB,0.25,0.9400000000000006,52.233333333333334,96.43564356435644,7.1380471380471375,92.86195286195286,3.564356435643564,47.766666666666666

GroupB,0.25,0.9500000000000006,52.7,98.1358189081225,7.142857142857142,92.85714285714286,1.8641810918774968,47.3

GroupB,0.25,0.9600000000000006,68.63333333333334,44.214046822742475,92.89036544850498,7.109634551495017,55.78595317725753,31.366666666666664

GroupB,0.25,0.9700000000000006,71.3,85.93130779392338,56.39300134589502,43.60699865410498,14.06869220607662,28.7

GroupB,0.25,0.9800000000000006,52.43333333333333,8.21917808219178,98.63667348329925,1.3633265167007498,91.78082191780823,47.56666666666667

GroupB,0.25,0.9900000000000007,70.3,83.87096774193549,56.94444444444444,43.05555555555556,16.129032258064516,29.7

GroupC,0.75,0.01,48.1,100.0,0.0,100.0,0.0,51.9

GroupC,0.75,0.02,47.0,0.0,100.0,0.0,100.0,53.0

GroupC,0.75,0.03,51.9,100.0,0.0,100.0,0.0,48.1

GroupC,0.75,0.04,49.6,5.487804878048781,92.32283464566929,7.677165354330709,94.51219512195121,50.4

GroupC,0.75,0.05,48.0,100.0,0.0,100.0,0.0,52.0

GroupC,0.75,0.060000000000000005,47.5,100.0,0.0,100.0,0.0,52.5

GroupC,0.75,0.07,50.0,21.63265306122449,77.25490196078432,22.745098039215687,78.36734693877551,50.0

GroupC,0.75,0.08,49.6,0.0,100.0,0.0,100.0,50.4

GroupC,0.75,0.09,52.6,61.12224448897795,44.11177644710579,55.88822355289421,38.877755511022045,47.4

GroupC,0.75,0.09999999999999999,49.8,0.0,100.0,0.0,100.0,50.2

GroupC,0.75,0.10999999999999999,50.9,0.0,100.0,0.0,100.0,49.1

GroupC,0.75,0.11999999999999998,50.4,99.80119284294234,0.4024144869215292,99.59758551307847,0.19880715705765406,49.6

GroupC,0.75,0.12999999999999998,49.8,0.0,100.0,0.0,100.0,50.2

GroupC,0.75,0.13999999999999999,53.0,0.21413276231263384,99.24953095684803,0.7504690431519699,99.78586723768737,47.0

GroupC,0.75,0.15,49.2,0.0,100.0,0.0,100.0,50.8

GroupC,0.75,0.16,50.2,93.71316306483301,5.091649694501019,94.90835030549898,6.286836935166994,49.8

GroupC,0.75,0.17,51.5,100.0,0.0,100.0,0.0,48.5

GroupC,0.75,0.18000000000000002,48.6,100.0,0.0,100.0,0.0,51.4

GroupC,0.75,0.19000000000000003,47.9,100.0,0.0,100.0,0.0,52.1

GroupC,0.75,0.20000000000000004,50.9,0.0,100.0,0.0,100.0,49.1

GroupC,0.75,0.21000000000000005,49.4,0.0,100.0,0.0,100.0,50.6

GroupC,0.75,0.22000000000000006,48.5,76.65995975855131,20.675944333996025,79.32405566600397,23.340040241448694,51.5

GroupC,0.75,0.23000000000000007,52.0,71.23015873015873,32.45967741935484,67.54032258064517,28.76984126984127,48.0

GroupC,0.75,0.24000000000000007,48.699999999999996,0.0,100.0,0.0,100.0,51.300000000000004

GroupC,0.75,0.25000000000000006,50.5,0.0,100.0,0.0,100.0,49.5

GroupC,0.75,0.26000000000000006,48.3,0.0,100.0,0.0,100.0,51.7

GroupC,0.75,0.2700000000000001,49.4,100.0,0.0,100.0,0.0,50.6

GroupC,0.75,0.2800000000000001,50.5,4.0733197556008145,95.28487229862476,4.715127701375246,95.9266802443992,49.5

GroupC,0.75,0.2900000000000001,49.6,0.0,100.0,0.0,100.0,50.4

GroupC,0.75,0.3000000000000001,51.1,0.0,100.0,0.0,100.0,48.9

GroupC,0.75,0.3100000000000001,55.1,100.0,0.0,100.0,0.0,44.9

GroupC,0.75,0.3200000000000001,50.1,100.0,0.0,100.0,0.0,49.9

GroupC,0.75,0.3300000000000001,50.6,0.0,100.0,0.0,100.0,49.4

GroupC,0.75,0.34000000000000014,51.2,0.4098360655737705,99.609375,0.390625,99.59016393442623,48.8

GroupC,0.75,0.35000000000000014,51.7,0.4158004158004158,99.22928709055877,0.7707129094412332,99.58419958419958,48.3

GroupC,0.75,0.36000000000000015,51.6,4.545454545454546,95.73643410852713,4.263565891472868,95.45454545454545,48.4

GroupC,0.75,0.37000000000000016,49.5,100.0,0.0,100.0,0.0,50.5

GroupC,0.75,0.38000000000000017,48.4,20.56451612903226,75.79365079365078,24.206349206349206,79.43548387096774,51.6

GroupC,0.75,0.3900000000000002,49.3,100.0,0.0,100.0,0.0,50.7

GroupC,0.75,0.4000000000000002,52.5,0.0,100.0,0.0,100.0,47.5

GroupC,0.75,0.4100000000000002,48.9,27.345309381237527,70.54108216432866,29.458917835671343,72.65469061876247,51.1

GroupC,0.75,0.4200000000000002,51.4,100.0,0.0,100.0,0.0,48.6

GroupC,0.75,0.4300000000000002,48.199999999999996,70.40169133192389,28.27324478178368,71.72675521821633,29.59830866807611,51.800000000000004

GroupC,0.75,0.4400000000000002,49.6,100.0,0.0,100.0,0.0,50.4

GroupC,0.75,0.45000000000000023,49.5,0.0,100.0,0.0,100.0,50.5

GroupC,0.75,0.46000000000000024,48.0,100.0,0.0,100.0,0.0,52.0

GroupC,0.75,0.47000000000000025,49.1,100.0,0.0,100.0,0.0,50.9

GroupC,0.75,0.48000000000000026,50.9,3.861788617886179,96.45669291338582,3.543307086614173,96.13821138211382,49.1

GroupC,0.75,0.49000000000000027,53.900000000000006,100.0,0.0,100.0,0.0,46.1

GroupC,0.75,0.5000000000000002,49.9,0.0,100.0,0.0,100.0,50.1

GroupC,0.75,0.5100000000000002,51.2,0.0,100.0,0.0,100.0,48.8

GroupC,0.75,0.5200000000000002,50.3,5.378486055776892,95.58232931726907,4.417670682730924,94.62151394422311,49.7

GroupC,0.75,0.5300000000000002,49.5,4.590818363273453,94.58917835671342,5.410821643286573,95.40918163672654,50.5

GroupC,0.75,0.5400000000000003,50.1,0.0,100.0,0.0,100.0,49.9

GroupC,0.75,0.5500000000000003,50.6,100.0,0.0,100.0,0.0,49.4

GroupC,0.75,0.5600000000000003,52.2,0.0,100.0,0.0,100.0,47.8

GroupC,0.75,0.5700000000000003,49.7,100.0,0.0,100.0,0.0,50.3

GroupC,0.75,0.5800000000000003,45.2,36.53483992467043,55.010660980810236,44.989339019189764,63.465160075329564,54.800000000000004

GroupC,0.75,0.5900000000000003,48.9,0.0,100.0,0.0,100.0,51.1

GroupC,0.75,0.6000000000000003,49.0,0.0,100.0,0.0,100.0,51.0

GroupC,0.75,0.6100000000000003,52.2,0.0,100.0,0.0,100.0,47.8

GroupC,0.75,0.6200000000000003,49.6,25.311203319502074,72.2007722007722,27.7992277992278,74.68879668049793,50.4

GroupC,0.75,0.6300000000000003,48.4,0.0,100.0,0.0,100.0,51.6

GroupC,0.75,0.6400000000000003,49.6,0.0,100.0,0.0,100.0,50.4

GroupC,0.75,0.6500000000000004,52.300000000000004,0.0,100.0,0.0,100.0,47.699999999999996

GroupC,0.75,0.6600000000000004,51.300000000000004,0.0,100.0,0.0,100.0,48.699999999999996

GroupC,0.75,0.6700000000000004,46.1,100.0,0.0,100.0,0.0,53.900000000000006

GroupC,0.75,0.6800000000000004,49.4,0.0,100.0,0.0,100.0,50.6

GroupC,0.75,0.6900000000000004,47.599999999999994,25.296442687747035,70.44534412955466,29.554655870445345,74.70355731225297,52.400000000000006

GroupC,0.75,0.7000000000000004,49.2,1.593625498007968,97.18875502008032,2.8112449799196786,98.40637450199203,50.8

GroupC,0.75,0.7100000000000004,50.6,58.3864118895966,43.667296786389414,56.33270321361059,41.6135881104034,49.4

GroupC,0.75,0.7200000000000004,48.699999999999996,0.0,100.0,0.0,100.0,51.300000000000004

GroupC,0.75,0.7300000000000004,49.6,20.408163265306122,77.64705882352942,22.35294117647059,79.59183673469387,50.4

GroupC,0.75,0.7400000000000004,50.8,0.0,100.0,0.0,100.0,49.2

GroupC,0.75,0.7500000000000004,48.4,100.0,0.0,100.0,0.0,51.6

GroupC,0.75,0.7600000000000005,50.9,3.462321792260693,96.66011787819254,3.3398821218074657,96.5376782077393,49.1

GroupC,0.75,0.7700000000000005,49.5,0.0,100.0,0.0,100.0,50.5

GroupC,0.75,0.7800000000000005,48.9,0.0,100.0,0.0,100.0,51.1

GroupC,0.75,0.7900000000000005,50.0,98.79759519038076,1.3972055888223553,98.60279441117764,1.2024048096192386,50.0

GroupC,0.75,0.8000000000000005,48.699999999999996,0.0,100.0,0.0,100.0,51.300000000000004

GroupC,0.75,0.8100000000000005,52.5,94.55252918287937,8.024691358024691,91.9753086419753,5.447470817120623,47.5

GroupC,0.75,0.8200000000000005,52.300000000000004,100.0,0.0,100.0,0.0,47.699999999999996

GroupC,0.75,0.8300000000000005,49.8,100.0,0.0,100.0,0.0,50.2

GroupC,0.75,0.8400000000000005,50.4,52.53549695740365,48.32347140039448,51.67652859960552,47.46450304259635,49.6

GroupC,0.75,0.8500000000000005,49.3,100.0,0.0,100.0,0.0,50.7

GroupC,0.75,0.8600000000000005,49.3,98.98989898989899,0.594059405940594,99.4059405940594,1.0101010101010102,50.7

GroupC,0.75,0.8700000000000006,51.2,99.40239043824701,2.610441767068273,97.38955823293173,0.5976095617529881,48.8

GroupC,0.75,0.8800000000000006,49.9,0.0,100.0,0.0,100.0,50.1

GroupC,0.75,0.8900000000000006,49.0,0.0,100.0,0.0,100.0,51.0

GroupC,0.75,0.9000000000000006,50.1,1.0,99.2,0.8,99.0,49.9

GroupC,0.75,0.9100000000000006,49.4,100.0,0.0,100.0,0.0,50.6

GroupC,0.75,0.9200000000000006,53.0,60.7645875251509,45.32803180914513,54.67196819085487,39.2354124748491,47.0

GroupC,0.75,0.9300000000000006,50.3,99.4059405940594,0.20202020202020202,99.79797979797979,0.594059405940594,49.7

GroupC,0.75,0.9400000000000006,50.1,0.0,100.0,0.0,100.0,49.9

GroupC,0.75,0.9500000000000006,50.3,100.0,0.0,100.0,0.0,49.7

GroupC,0.75,0.9600000000000006,48.9,71.37014314928425,27.397260273972602,72.6027397260274,28.629856850715747,51.1

GroupC,0.75,0.9700000000000006,50.3,0.0,100.0,0.0,100.0,49.7

GroupC,0.75,0.9800000000000006,48.4,0.0,100.0,0.0,100.0,51.6

GroupC,0.75,0.9900000000000007,48.4,0.0,100.0,0.0,100.0,51.6

GroupC,0.25,0.01,50.23333333333333,100.0,0.0,100.0,0.0,49.766666666666666

GroupC,0.25,0.02,50.63333333333333,99.53825857519789,0.6738544474393532,99.32614555256065,0.46174142480211083,49.36666666666667

GroupC,0.25,0.03,47.06666666666667,53.042328042328045,40.99462365591398,59.005376344086024,46.95767195767196,52.93333333333333

GroupC,0.25,0.04,50.16666666666667,100.0,0.0,100.0,0.0,49.833333333333336

GroupC,0.25,0.05,52.46666666666666,42.94274300932091,62.01602136181575,37.98397863818425,57.05725699067909,47.53333333333333

GroupC,0.25,0.060000000000000005,50.13333333333333,99.66755319148936,0.3342245989304813,99.66577540106952,0.3324468085106383,49.86666666666667

GroupC,0.25,0.07,49.7,100.0,0.0,100.0,0.0,50.3

GroupC,0.25,0.08,50.8,0.0,100.0,0.0,100.0,49.2

GroupC,0.25,0.09,50.26666666666667,0.0,100.0,0.0,100.0,49.733333333333334

GroupC,0.25,0.09999999999999999,49.86666666666667,99.86639946559787,0.0665335994677312,99.93346640053227,0.13360053440213762,50.13333333333333

GroupC,0.25,0.10999999999999999,50.73333333333333,0.2708192281651997,99.67170059093894,0.3282994090610637,99.7291807718348,49.266666666666666

GroupC,0.25,0.11999999999999998,49.96666666666666,100.0,0.0,100.0,0.0,50.03333333333333

GroupC,0.25,0.12999999999999998,50.33333333333333,10.347129506008011,90.21304926764314,9.786950732356857,89.65287049399198,49.666666666666664

GroupC,0.25,0.13999999999999999,50.13333333333333,1.2751677852348993,98.34437086092716,1.6556291390728477,98.7248322147651,49.86666666666667

GroupC,0.25,0.15,49.86666666666667,100.0,0.0,100.0,0.0,50.13333333333333

GroupC,0.25,0.16,50.23333333333333,0.5369127516778524,99.27152317880795,0.728476821192053,99.46308724832214,49.766666666666666

GroupC,0.25,0.17,47.699999999999996,30.006609385327167,65.70275722932078,34.29724277067922,69.99339061467283,52.300000000000004

GroupC,0.25,0.18000000000000002,49.833333333333336,11.192538307794804,88.5256837891928,11.474316210807205,88.8074616922052,50.16666666666667

GroupC,0.25,0.19000000000000003,50.3,0.0,100.0,0.0,100.0,49.7

GroupC,0.25,0.20000000000000004,49.733333333333334,0.0,100.0,0.0,100.0,50.26666666666667

GroupC,0.25,0.21000000000000005,50.5,0.0,100.0,0.0,100.0,49.5

GroupC,0.25,0.22000000000000006,49.733333333333334,0.0,100.0,0.0,100.0,50.26666666666667

GroupC,0.25,0.23000000000000007,50.66666666666667,100.0,0.0,100.0,0.0,49.333333333333336

GroupC,0.25,0.24000000000000007,49.9,0.0,100.0,0.0,100.0,50.1

GroupC,0.25,0.25000000000000006,50.26666666666667,100.0,0.0,100.0,0.0,49.733333333333334

GroupC,0.25,0.26000000000000006,49.7,100.0,0.0,100.0,0.0,50.3

GroupC,0.25,0.2700000000000001,49.733333333333334,100.0,0.0,100.0,0.0,50.26666666666667

GroupC,0.25,0.2800000000000001,50.0,0.0,100.0,0.0,100.0,50.0

GroupC,0.25,0.2900000000000001,50.366666666666674,100.0,0.0,100.0,0.0,49.63333333333333

GroupC,0.25,0.3000000000000001,49.666666666666664,0.0,100.0,0.0,100.0,50.33333333333333

GroupC,0.25,0.3100000000000001,51.96666666666667,82.72667107875579,20.752182672934854,79.24781732706514,17.27332892124421,48.03333333333333

GroupC,0.25,0.3200000000000001,49.56666666666666,0.0,100.0,0.0,100.0,50.43333333333333

GroupC,0.25,0.3300000000000001,50.6,0.0,100.0,0.0,100.0,49.4

GroupC,0.25,0.34000000000000014,50.1,100.0,0.0,100.0,0.0,49.9

GroupC,0.25,0.35000000000000014,49.96666666666666,0.0,100.0,0.0,100.0,50.03333333333333

GroupC,0.25,0.36000000000000015,49.833333333333336,100.0,0.0,100.0,0.0,50.16666666666667

GroupC,0.25,0.37000000000000016,48.96666666666666,100.0,0.1304631441617743,99.86953685583822,0.0,51.03333333333333

GroupC,0.25,0.38000000000000017,49.8,0.0,100.0,0.0,100.0,50.2

GroupC,0.25,0.3900000000000002,49.8,100.0,0.0,100.0,0.0,50.2

GroupC,0.25,0.4000000000000002,50.76666666666667,0.0,100.0,0.0,100.0,49.233333333333334

GroupC,0.25,0.4100000000000002,49.7,98.7265415549598,1.1936339522546418,98.80636604774536,1.2734584450402144,50.3

GroupC,0.25,0.4200000000000002,50.43333333333333,0.0,100.0,0.0,100.0,49.56666666666666

GroupC,0.25,0.4300000000000002,50.866666666666674,77.733860342556,23.346828609986506,76.6531713900135,22.266139657444008,49.13333333333333

GroupC,0.25,0.4400000000000002,50.3,100.0,0.0,100.0,0.0,49.7

GroupC,0.25,0.45000000000000023,50.43333333333333,0.0,100.0,0.0,100.0,49.56666666666666

