Dataset,Train_Split,Alpha, Gain, Accuracy, TPR, TNR, FPR, FNR, Error GroupA,

GroupA,0.75,0.01,0.01,71.3,41.54786150712831,100.0,0.0,58.45213849287168,28.7

GroupA,0.75,0.01,0.02,68.5,39.6551724137931,100.0,0.0,60.3448275862069,31.5

GroupA,0.75,0.01,0.03,75.6,50.40650406504065,100.0,0.0,49.59349593495935,24.4

GroupA,0.75,0.01,0.04,73.2,45.30612244897959,100.0,0.0,54.69387755102041,26.8

GroupA,0.75,0.01,0.05,71.7,44.29133858267716,100.0,0.0,55.70866141732284,28.299999999999997

GroupA,0.75,0.01,0.060000000000000005,68.89999999999999,38.89980353634578,100.0,0.0,61.10019646365422,31.1

GroupA,0.75,0.01,0.07,71.1,41.61616161616162,100.0,0.0,58.38383838383838,28.9

GroupA,0.75,0.01,0.08,72.5,42.70833333333333,100.0,0.0,57.291666666666664,27.500000000000004

GroupA,0.75,0.01,0.09,67.0,35.546875,100.0,0.0,64.453125,33.0

GroupA,0.75,0.01,0.09999999999999999,70.8,41.01010101010101,100.0,0.0,58.98989898989899,29.2

GroupA,0.75,0.01,0.10999999999999999,70.5,40.2834008097166,100.0,0.0,59.716599190283404,29.5

GroupA,0.75,0.01,0.11999999999999998,72.5,41.983122362869196,100.0,0.0,58.016877637130804,27.500000000000004

GroupA,0.75,0.01,0.12999999999999998,72.0,45.09803921568628,100.0,0.0,54.90196078431373,28.000000000000004

GroupA,0.75,0.01,0.13999999999999999,71.2,41.70040485829959,100.0,0.0,58.2995951417004,28.799999999999997

GroupA,0.75,0.01,0.15,71.39999999999999,43.366336633663366,100.0,0.0,56.63366336633663,28.599999999999998

GroupA,0.75,0.01,0.16,68.4,38.03921568627451,100.0,0.0,61.96078431372549,31.6

GroupA,0.75,0.01,0.17,69.3,39.20792079207921,100.0,0.0,60.79207920792079,30.7

GroupA,0.75,0.01,0.18000000000000002,74.8,46.26865671641791,100.0,0.0,53.73134328358209,25.2

GroupA,0.75,0.01,0.19000000000000003,74.1,48.199999999999996,100.0,0.0,51.800000000000004,25.900000000000002

GroupA,0.75,0.01,0.20000000000000004,70.3,42.44186046511628,100.0,0.0,57.55813953488372,29.7

GroupA,0.75,0.01,0.21000000000000005,67.7,36.9140625,100.0,0.0,63.0859375,32.300000000000004

GroupA,0.75,0.01,0.22000000000000006,75.0,49.290060851926974,100.0,0.0,50.709939148073026,25.0

GroupA,0.75,0.01,0.23000000000000007,72.6,43.2712215320911,100.0,0.0,56.7287784679089,27.400000000000002

GroupA,0.75,0.01,0.24000000000000007,68.4,37.05179282868526,100.0,0.0,62.94820717131474,31.6

GroupA,0.75,0.01,0.25000000000000006,70.6,38.49372384937239,100.0,0.0,61.50627615062761,29.4

GroupA,0.75,0.01,0.26000000000000006,73.9,47.27272727272727,100.0,0.0,52.72727272727272,26.1

GroupA,0.75,0.01,0.2700000000000001,69.5,39.12175648702595,100.0,0.0,60.87824351297405,30.5

GroupA,0.75,0.01,0.2800000000000001,70.7,43.43629343629344,100.0,0.0,56.56370656370656,29.299999999999997

GroupA,0.75,0.01,0.2900000000000001,73.1,43.84133611691023,100.0,0.0,56.158663883089766,26.900000000000002

GroupA,0.75,0.01,0.3000000000000001,71.39999999999999,41.86991869918699,100.0,0.0,58.13008130081301,28.599999999999998

GroupA,0.75,0.01,0.3100000000000001,70.5,39.672801635991824,100.0,0.0,60.32719836400818,29.5

GroupA,0.75,0.01,0.3200000000000001,67.9,35.8,100.0,0.0,64.2,32.1

GroupA,0.75,0.01,0.3300000000000001,74.3,47.227926078028744,100.0,0.0,52.772073921971256,25.7

GroupA,0.75,0.01,0.34000000000000014,73.0,42.184154175588866,100.0,0.0,57.81584582441114,27.0

GroupA,0.75,0.01,0.35000000000000014,69.6,37.704918032786885,100.0,0.0,62.295081967213115,30.4

GroupA,0.75,0.01,0.36000000000000015,73.0,46.95481335952849,100.0,0.0,53.045186640471506,27.0

GroupA,0.75,0.01,0.37000000000000016,68.30000000000001,36.47294589178357,100.0,0.0,63.52705410821643,31.7

GroupA,0.75,0.01,0.38000000000000017,74.5,48.170731707317074,100.0,0.0,51.829268292682926,25.5

GroupA,0.75,0.01,0.3900000000000002,69.3,38.9662027833002,100.0,0.0,61.0337972166998,30.7

GroupA,0.75,0.01,0.4000000000000002,73.3,46.6,100.0,0.0,53.400000000000006,26.700000000000003

GroupA,0.75,0.01,0.4100000000000002,72.2,44.731610337972164,100.0,0.0,55.26838966202783,27.800000000000004

GroupA,0.75,0.01,0.4200000000000002,71.5,43.452380952380956,100.0,0.0,56.547619047619044,28.499999999999996

GroupA,0.75,0.01,0.4300000000000002,71.6,42.393509127789045,100.0,0.0,57.606490872210955,28.4

GroupA,0.75,0.01,0.4400000000000002,71.3,47.33944954128441,100.0,0.0,52.66055045871559,28.7

GroupA,0.75,0.01,0.45000000000000023,69.39999999999999,37.423312883435585,100.0,0.0,62.57668711656442,30.599999999999998

GroupA,0.75,0.01,0.46000000000000024,70.3,40.36144578313253,100.0,0.0,59.63855421686747,29.7

GroupA,0.75,0.01,0.47000000000000025,74.6,47.950819672131146,100.0,0.0,52.04918032786885,25.4

GroupA,0.75,0.01,0.48000000000000026,74.2,47.3469387755102,100.0,0.0,52.6530612244898,25.8

GroupA,0.75,0.01,0.49000000000000027,73.8,46.09053497942387,100.0,0.0,53.90946502057613,26.200000000000003

